40:56.6,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:56.6,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:56.6,DriveWithJoystickAdvance,Joystick,Fwd,0,Left,0,Turn,0,Goal Angle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:56.7,Wrist,Update Variables,Temp,22,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:56.7,Elevator,Update Variables,Temp,22,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:56.7,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.291992188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,22,FL turn temp,22,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,22,FR turn temp,22,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,22,BL turn temp,22,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,22,BR turn temp,22
40:56.8,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:56.8,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:56.8,DriveWithJoystickAdvance,Joystick,Fwd,0,Left,0,Turn,0,Goal Angle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:56.9,Wrist,Update Variables,Temp,22,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:56.9,Elevator,Update Variables,Temp,22,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:56.9,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.291992188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,22,FL turn temp,22,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,22,FR turn temp,22,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,22,BL turn temp,22,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,22,BR turn temp,22
40:57.0,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.0,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.0,DriveWithJoystickAdvance,Joystick,Fwd,0,Left,0,Turn,0,Goal Angle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.1,Wrist,Update Variables,Temp,22,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.1,Elevator,Update Variables,Temp,22,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.1,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.291992188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,22,FL turn temp,22,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,22,FR turn temp,22,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,22,BL turn temp,22,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,22,BR turn temp,22
40:57.2,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.2,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.2,DriveWithJoystickAdvance,Joystick,Fwd,0,Left,0,Turn,0,Goal Angle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.3,Wrist,Update Variables,Temp,22,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.3,Elevator,Update Variables,Temp,22,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.3,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.291992188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,22,FL turn temp,22,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,22,FR turn temp,22,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,22,BL turn temp,22,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,22,BR turn temp,22
40:57.4,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.4,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.4,DriveWithJoystickAdvance,Joystick,Fwd,0,Left,0,Turn,0,Goal Angle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.5,Wrist,Update Variables,Temp,22,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.5,Elevator,Update Variables,Temp,22,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.5,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.291992188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,22,FL turn temp,22,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,22,FR turn temp,22,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,22,BL turn temp,22,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,22,BR turn temp,22
40:57.6,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.6,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.6,DriveWithJoystickAdvance,Joystick,Fwd,0,Left,0,Turn,0,Goal Angle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.7,Wrist,Update Variables,Temp,22,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.7,Elevator,Update Variables,Temp,22,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.7,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.291992188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,22,FL turn temp,22,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,22,FR turn temp,22,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,22,BL turn temp,22,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,22,BR turn temp,22
40:57.8,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.8,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.8,DriveWithJoystickAdvance,Joystick,Fwd,0,Left,0,Turn,0,Goal Angle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.9,Wrist,Update Variables,Temp,22,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.9,Elevator,Update Variables,Temp,22,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:57.9,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.291992188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,22,FL turn temp,22,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,22,FR turn temp,22,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,22,BL turn temp,22,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,22,BR turn temp,22
40:58.0,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.0,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.0,DriveWithJoystickAdvance,Joystick,Fwd,0,Left,0,Turn,0,Goal Angle,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.1,Wrist,Update Variables,Temp,22,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.1,Elevator,Update Variables,Temp,22,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.2,Drive,Update Variables,Gyro Angle,0,RawGyro,0,Gyro Velocity,0,Pitch,0,Odometry X,0,Odometry Y,0,Odometry Theta,0,Drive X Velocity,0,Drive Y Velocity,0,FL CCangle deg,-90,FL CCangle DPS,0,FL FXangle deg,-90,FL FXangle DPS,0,FL turn output,0.291992188,FL drive meters,0,FL drive mps,0,FL drive output,0,FL drive temp,22,FL turn temp,22,FR CCangle deg,-90,FR CCangle DPS,0,FR FXangle deg,-90,FR FXangle DPS,0,FR turn output,0.03125,FR drive meters,0,FR drive mps,0,FR drive output,0,FR drive temp,22,FR turn temp,22,BL CCangle deg,-90,BL CCangle DPS,0,BL FXangle deg,-90,BL FXangle DPS,0,BL turn output,-0.29296875,BL drive meters,0,BL drive mps,0,BL drive output,0,BL drive temp,22,BL turn temp,22,BR CCangle deg,-90,BR CCangle DPS,0,BR FXangle deg,-90,BR FXangle DPS,0,BR turn output,-0.032226563,BR drive meters,0,BR drive mps,0,BR drive output,0,BR drive temp,22,BR turn temp,22
40:58.2,Manipulator,Update Variables,Bus Volt,12,Temperature,0,Out Percent,0,Amps,-2.48,Piston cone,TRUE,Cone sensor,FALSE,Cube sensor,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.2,DriveTrajectory,Start,,,,X,,Y,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.2,Intake,Update Variables,Motor 1 Bus Volt,12,Motor 1 Out Percent,0,Motor 1 Amps,0,Motor 2 Bus Volt,12,Motor 2 Out Percent,0,Motor 2 Amps,0,Piston extended,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.2,DriveTrajectory,Execute,Time,0.019911,Traj X,1.092896568,Traj Y,2.286003699,Traj Vel,0.0708192,Traj VelAng,0.004099537,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.2,DriveTrajectory,Execute,Time,0.039771,Traj X,1.095030352,Traj Y,2.286015032,Traj Vel,0.1427544,Traj VelAng,0.016657577,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.2,DriveTrajectory,Execute,Time,0.059401,Traj X,1.098529379,Traj Y,2.286033615,Traj Vel,0.2134764,Traj VelAng,0.037250539,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.3,DriveTrajectory,Execute,Time,0.08098,Traj X,1.103936266,Traj Y,2.286062331,Traj Vel,0.2906928,Traj VelAng,0.069071895,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.3,DriveTrajectory,Execute,Time,0.100069,Traj X,1.110193627,Traj Y,2.286095563,Traj Vel,0.3599388,Traj VelAng,0.105898584,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.3,Wrist,Update Variables,Temp,22,Percent Output,0,Amps,0,WristCalZero,0,Enc Raw,0,Wrist Degrees,0,Wrist Angle,0,Wrist Target,0,Rev Connected,TRUE,Rev Degrees,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.3,DriveTrajectory,Execute,Time,0.120856,Traj X,1.118438122,Traj Y,2.28613935,Traj Vel,0.434646,Traj VelAng,0.154420231,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.3,Elevator,Update Variables,Temp,22,PctOut,0,Amps,0,Enc Rots,0,Enc Inches,12.5,Elev Target,12.5,Elev Vel,0,Upper Limit,FALSE,Lower Limit,FALSE,Elev Calibrated,FALSE,Elev Pos Control,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40:58.3,DriveTrajectory,Execute,Time,0.141833,Traj X,1.128351695,Traj Y,2.286192,Traj Vel,0.510192,Traj VelAng,0.212764963,Target rot,0,Robot X,0,Robot Y,0,Robot Vel,0,Robot VelAng,0,Robot rot,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
